Agent_ID,Calls,Avg_AHT_Sec,FCR,Avg_CSAT,Avg_Hold_Sec,Transfer_Rate,Avg_QA
AG001,29,403.58620689655174,0.41379310344827586,3.9379310344827587,64.06896551724138,0.3103448275862069,0.6882068965517241
AG002,37,430.5135135135135,0.5945945945945946,3.978378378378378,78.75675675675676,0.24324324324324326,0.7716756756756756
AG003,52,426.6730769230769,0.4807692307692308,4.025,53.13461538461539,0.3269230769230769,0.7109615384615384
AG004,41,372.2439024390244,0.4878048780487805,4.129268292682927,58.63414634146341,0.24390243902439024,0.7238536585365853
AG005,46,416.1304347826087,0.5652173913043478,4.0978260869565215,70.21739130434783,0.17391304347826086,0.7610434782608696
AG006,52,434.0,0.4230769230769231,3.7942307692307695,69.86538461538461,0.2692307692307692,0.690576923076923
AG007,53,384.52830188679246,0.4528301886792453,3.9415094339622643,65.05660377358491,0.4339622641509434,0.6917924528301886
AG008,55,418.8545454545455,0.509090909090909,3.9781818181818185,72.56363636363636,0.2545454545454545,0.728709090909091
AG009,54,450.9259259259259,0.5740740740740741,3.937037037037037,65.77777777777777,0.2222222222222222,0.7623703703703704
AG010,48,389.3541666666667,0.3125,4.016666666666667,55.0625,0.3958333333333333,0.6351666666666667
AG011,36,354.6388888888889,0.3888888888888889,4.091666666666667,86.77777777777777,0.3333333333333333,0.6784444444444444
AG012,50,417.8,0.44,4.0680000000000005,59.98,0.28,0.70172
AG013,46,458.5652173913044,0.45652173913043476,3.9456521739130435,64.65217391304348,0.2826086956521739,0.7060652173913043
AG014,46,427.10869565217394,0.45652173913043476,4.02391304347826,69.6304347826087,0.32608695652173914,0.7135217391304348
AG015,48,424.3958333333333,0.5,3.9166666666666665,59.979166666666664,0.2708333333333333,0.723
AG016,45,415.6222222222222,0.4888888888888889,3.893333333333333,61.733333333333334,0.35555555555555557,0.7085333333333333
AG017,56,401.6607142857143,0.4642857142857143,4.119642857142857,59.535714285714285,0.4107142857142857,0.7020357142857143
AG018,43,387.86046511627904,0.627906976744186,3.948837209302326,69.18604651162791,0.18604651162790697,0.7712325581395348
AG019,56,372.05357142857144,0.5357142857142857,4.15,67.625,0.26785714285714285,0.7441785714285715
AG020,35,453.8857142857143,0.42857142857142855,4.08,65.17142857142858,0.2571428571428571,0.7109142857142857
AG021,37,395.02702702702703,0.5675675675675675,4.027027027027027,80.05405405405405,0.21621621621621623,0.7614324324324324
AG022,49,451.59183673469386,0.3877551020408163,4.1755102040816325,73.44897959183673,0.2653061224489796,0.6914285714285715
AG023,39,377.97435897435895,0.38461538461538464,4.053846153846154,72.3076923076923,0.28205128205128205,0.6701538461538461
AG024,35,362.65714285714284,0.45714285714285713,4.154285714285715,69.17142857142858,0.37142857142857144,0.6963714285714286
AG025,43,469.7674418604651,0.5116279069767442,4.218604651162791,68.13953488372093,0.3023255813953488,0.7332790697674418
AG026,42,440.2857142857143,0.5714285714285714,4.090476190476191,65.33333333333333,0.23809523809523808,0.7594285714285715
AG027,45,493.26666666666665,0.4888888888888889,4.097777777777778,74.71111111111111,0.3111111111111111,0.723488888888889
AG028,26,456.65384615384613,0.5384615384615384,4.161538461538462,65.03846153846153,0.23076923076923078,0.7628461538461538
AG029,40,429.275,0.4,4.235,67.65,0.275,0.7017249999999999
AG030,52,415.63461538461536,0.5,3.9153846153846152,72.46153846153847,0.3269230769230769,0.7209807692307693
AG031,54,424.24074074074076,0.46296296296296297,4.083333333333333,71.31481481481481,0.2962962962962963,0.7067592592592592
AG032,47,433.5744680851064,0.40425531914893614,4.004255319148936,73.7872340425532,0.3191489361702128,0.678936170212766
AG033,42,403.3809523809524,0.3333333333333333,4.114285714285715,57.73809523809524,0.35714285714285715,0.653952380952381
AG034,50,456.32,0.46,4.048,65.96,0.36,0.6983799999999999
AG035,43,385.69767441860466,0.6744186046511628,4.0162790697674415,45.348837209302324,0.20930232558139536,0.8012790697674418
AG036,40,465.85,0.525,4.1375,69.85,0.325,0.7308250000000001
AG037,43,409.7906976744186,0.6046511627906976,4.0418604651162795,68.86046511627907,0.2558139534883721,0.7540465116279069
AG038,51,462.5882352941176,0.5686274509803921,4.270588235294118,60.3921568627451,0.3333333333333333,0.758156862745098
AG039,43,396.06976744186045,0.6046511627906976,4.058139534883721,60.7906976744186,0.13953488372093023,0.7760697674418605
AG040,51,430.47058823529414,0.5098039215686274,4.0,67.70588235294117,0.3333333333333333,0.7188235294117648
