PC1,PC2
0.29707105417862184,-0.38217924989096885
0.24076328885843956,-0.1569355630077417
0.3706691764841305,-0.1758994666703452
0.3522289681913371,0.38104568580172055
0.3375456901523969,0.1452969847751767
0.21317508101486957,-0.2832592055915172
0.2822502404350413,0.021427484178569992
0.31668120034104347,0.4090153907791958
-0.154312077475162,-0.2581640095116366
-0.10073956041506595,-0.28342549845056475
0.19639187791196652,-0.3625558600435624
0.2410623346703141,-0.3089244150484295
0.34978072974888513,0.10106621502564449
